Title,Link,Price,Del Price,Information,Image,Year,Brand,Location
2019 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-gurgaon-10178667735/,₹ 5.24 lakh,"₹ 578,000","57,453 km | Petrol | Manual | HR-26","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/7737db10-0676-11f1-bd51-02ede2007fbe/m/72535db4-296e-427d-8b6a-0c5206035264/eda832ff-0bd4-4f7f-919f-274256019968/c0a441c1-9503-46c8-a378-62e581142994/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Maruti,"M3M Urbana, Golf Course Ext., Gurugram"
2016 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-new-delhi-10044461713/,₹ 2.99 lakh,"₹ 373,000","65,720 km | Petrol | Manual | DL-8C","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/1f91c858-edf3-11f0-bd50-02ede2007fbe/cf9cc7f7-cbe8-4517-bd9d-4a760d37d8f2/59e6c982-ce70-435b-8acd-6432d2ee4b81/1994031b-e90c-46ab-9d81-a14d94d22c9c/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2016,Maruti,Rajouri Garden
2019 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-gurgaon-10116961789/,₹ 5.05 lakh,"₹ 595,000","90,128 km | Petrol | Auto | HR-26","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/abcf3f92-fffc-11f0-bd51-02ede2007fbe/m/20278c4d-33ce-4a42-9b41-369ec7eab13b/a953276d-b8d8-48e8-8cc1-f4457682a350/f8b0a6c5-d853-4004-9a44-e2435111ddca/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Maruti,"Udyog Vihar, Sector 18, Gurgaon"
2023 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2023-cars-gurgaon-10118269727/,₹ 7.90 lakh,"₹ 807,000","20,729 km | Petrol | Auto | HR-26","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/3079e4ce-09b0-11f1-bd51-02ede2007fbe/m/382b01a8-9975-47e8-815b-a39fa8f60722/34edf7c9-d362-47ff-af00-ff4986d635a9/eaf0cfa0-952a-4c2c-8567-1c3ec0aba472/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2023,Maruti,"M3M Urbana, Golf Course Ext., Gurugram"
2017 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-gurgaon-11044266736/,₹ 4.10 lakh,"₹ 461,000","64,818 km | Petrol | Manual | HR-51","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/a1f61dcc-08c3-11f1-bd51-02ede2007fbe/m/f5808909-ca11-40e9-b2ed-03e4de084621/7d71be7e-384b-4165-bfee-8833017d0228/ae2b556a-2883-46ae-bc3b-5f76f38b6bf5/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Maruti,"M3M Urbana, Golf Course Ext., Gurugram"
2016 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2016-cars-new-delhi-10079168744/,₹ 3.53 lakh,N/A,"59,243 km | Petrol | Manual | DL-8C","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/fbefb98e-1a14-11f1-bd51-02ede2007fbe/m/9eb826b5-5268-4204-81b8-34430755f4c3/050dc3ec-797d-44db-b8a1-bc745e2c5a42/ab069651-f6dc-4c5e-962b-3481bb63ce2d/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2016,Maruti,"Metro Walk, Rohini, New Delhi"
2017 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-faridabad-11202568788/,₹ 3.75 lakh,"₹ 469,000","64,243 km | Petrol | Auto | HR-27","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/35c7667a-0269-11f1-bd51-02ede2007fbe/e0aab7cd-5c9d-403c-8234-d22bfe335ad4/da15d213-0d70-4284-b2ae-f52f6d925db3/3baca76e-81e0-43a0-a080-6090ff78315b/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Maruti,"Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2014 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2014-cars-ghaziabad-10075964723/,₹ 3.04 lakh,"₹ 320,000","76,034 km | Petrol | Manual | DL-2C","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/9076b968-14a2-11f1-bd51-02ede2007fbe/ba9626e4-527b-4e0a-8db1-185d53b421b4/4b508d62-d2f4-448d-881c-46ebd2872457/ec08d91c-fbdf-4019-9082-c5c33d30645e/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2014,Maruti,"GNB Mall, Raj Nagar Extension, Ghaziabad"
2020 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-gurgaon-11014706750/,₹ 5.38 lakh,"₹ 636,000","47,998 km | Petrol | Manual | HR-51","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/fd062fb8-fdce-11f0-bd51-02ede2007fbe/m/7547dbef-b3a0-47b5-b2c2-1c7ff4d4d240/4dfef7f6-ff30-4fd5-a0c9-ef140ca87806/1e51a64a-c6ba-4760-a9b0-101ee0d65284/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2020,Maruti,"Udyog Vihar, Sector 18, Gurgaon"
2020 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2020-cars-new-delhi-10025668722/,₹ 5.15 lakh,"₹ 546,000","58,644 km | Petrol | Manual | DL-3C","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/da266052-0d74-11f1-bd51-02ede2007fbe/03846d08-7f2e-476f-8c45-fdc2d980bf7b/35a0254b-a1c1-4dde-8056-f0eb4d0cf488/beec1ecf-34c8-43f6-9657-8915688e4622/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2020,Maruti,"Metro Walk, Rohini, New Delhi"
2019 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2019-cars-gurgaon-10151564730/,₹ 5.54 lakh,"₹ 610,000","46,908 km | Petrol | Auto | HR-26","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/a6940934-058a-11f1-bd51-02ede2007fbe/968c7cbf-8bf9-4b48-b640-c0b071b8b826/02fceead-098e-4307-9865-948056aaef6b/d1fdce9a-6500-4372-9635-d4141c630b9d/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Maruti,"M3M Urbana, Golf Course Ext., Gurugram"
2018 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-ghaziabad-10031563726/,₹ 3.99 lakh,"₹ 427,000","76,254 km | Petrol | Manual | UP-16","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/88c35bee-0d91-11f1-bd51-02ede2007fbe/407657e0-26dc-458e-82bb-f187f42dae0e/5d4c0c8a-2334-4b30-af29-eec93915e1cb/e73fc91c-79f6-4b11-b6c3-7fec95d74cbe/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Maruti,"GNB Mall, Raj Nagar Extension, Ghaziabad"
2017 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-new-delhi-10044565735/,₹ 3.84 lakh,"₹ 402,000","86,906 km | Petrol | Manual | DL-10","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/f714a8c6-08c0-11f1-bd51-02ede2007fbe/dc866ab0-cb91-4db4-8f36-7dd8d92ac4c3/05cff50b-6928-4102-9ce4-d075b8b25662/7a468d3b-49e8-467e-a981-cfd8d8fc6cb6/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Maruti,"Metro Walk, Rohini, New Delhi"
2015 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2015-cars-noida-10020264723/,₹ 3.02 lakh,"₹ 338,000","80,768 km | Petrol | Manual | UP-15","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/71d541b0-115e-11f1-bd51-02ede2007fbe/8750fdff-d98f-47a4-8e60-166fe02f1b53/2fd72496-959a-4c87-aa24-67c56c320a69/e5f783fa-b5bd-4a4a-9899-36e731d7f169/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2015,Maruti,"Gaur City mall, Multilevel parking, Greater Noida"
2018 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2018-cars-gurgaon-10100664739/,₹ 4.07 lakh,"₹ 472,000","39,701 km | Petrol | Manual | HR-26","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/9fa78ce6-0e3a-11f1-bd51-02ede2007fbe/m/b610594f-2ddb-42c8-abdc-d59d780bc6c2/6d850526-8330-484f-8cd7-039ca569e070/ab291b40-f2df-4684-a2b9-89e1c7d3c418/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2018,Maruti,"Udyog Vihar, Sector 18, Gurgaon"
2017 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-new-delhi-10140666777/,₹ 4.49 lakh,"₹ 458,000","72,801 km | CNG | Manual | DL-2C","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/79ed1da8-1741-11f1-bd51-02ede2007fbe/19d4b7ba-e54d-41fe-bcb5-28bcbcef2132/69a6acf19cb644b0e2cc1566/4fb3d1c7-566d-4204-83ef-12ea002cd7e1/slot/Right-Front-Diagonal-86-.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Maruti,DLF South Court Saket
2022 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2022-cars-new-delhi-10119060736/,₹ 6.91 lakh,"₹ 754,000","57,975 km | Petrol | Auto | DL-9C","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/0c70824e-0349-11f1-bd51-02ede2007fbe/d49b8176-6fc7-48de-96f6-1ef624ceed46/9334d882-eebb-435a-b35d-88f07ddb9293/9b4eee71-9e6a-49ea-94a7-7605b8d1a1f8/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Maruti,"Metro Walk, Rohini, New Delhi"
2017 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2017-cars-noida-10104567735/,₹ 3.90 lakh,"₹ 481,000","73,289 km | Petrol | Auto | DL-10","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/0f172314-0ca8-11f1-bd51-02ede2007fbe/m/303ab8e4-b70b-4491-a9e1-65359bc79937/b1c121c1-4294-4417-848a-b0fc6ef3319b/b49024b6-2f41-4fe8-96ee-0f22dc43224f/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2017,Maruti,"Sector-18, Noida"
2022 Maruti Ciaz,https://www.cars24.com/buy-used-maruti-ciaz-2022-cars-new-delhi-10014860728/,₹ 6.30 lakh,"₹ 668,000","86,158 km | Petrol | Manual | DL-7C","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/a00ad46c-13b3-11f1-bd51-02ede2007fbe/m/67cfb325-e31e-422b-b50b-f758bbc1db58/ce93a1cb-ce4d-47bc-ac92-29bcb222551e/e8e6510a-4718-4c83-b0ce-451cd5a7dc77/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Maruti,"Metro Walk, Rohini, New Delhi"
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2022-cars-faridabad-10160666720/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/b7f4dd24-108a-11f1-bd51-02ede2007fbe/m/a7dcffb4-740f-4bfc-a727-5c67fdaaf2a6/e4121e4d-a031-486d-9a07-0929f79c5178/38893f9e-f0f0-47ab-9388-7529d8a5dc1f/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-faridabad-11025368724/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/visio/prod/11025368724/mainimage/FrontRightSide-Transparent/shadowBackground/1772877727226PLN9K0.webp?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-new-delhi-10011667706/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10011667706/main image/2026-03-07/car_replace_bg_00eb96d5-a9cd-4b5a-87e0-2c145b7291a5.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-faridabad-11077768749/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/11077768749/main image/2026-02-22/car_replace_bg_cbf1f642-5b91-432c-a274-6345c57f87c7.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-new-delhi-10026261750/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10026261750/main image/2026-01-13/car_replace_bg_b7ef58aa-d410-40a6-b19f-4e5e1d7e3a2e.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-noida-10518607703/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10518607703/main image/2026-01-23/car_replace_bg_2dafa4e3-9626-4c33-b613-71e0159a5660.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-noida-10571467736/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10571467736/main image/2026-01-28/car_replace_bg_1d372eff-b7a6-46ca-ab80-9bede0b0aac0.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-noida-10509465721/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10509465721/main image/2026-02-08/car_replace_bg_8f322a3a-811e-4097-8685-e6e52f3f2897.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-ghaziabad-11232469720/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/11232469720/main image/2026-02-16/car_replace_bg_6f8f05cf-7399-44e5-a5b0-278e6ca8364b.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-new-delhi-10091069731/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10091069731/main image/2026-01-30/car_replace_bg_af89f410-7194-45a9-8e06-5f3c00dbfcd2.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2019-cars-new-delhi-10019468700/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10019468700/main image/2026-03-07/car_replace_bg_a02180aa-c2e3-408d-b6f5-789070eeb841.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-new-delhi-10061061738/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10061061738/main image/2026-01-28/car_replace_bg_9573fa38-4096-4c33-a3bc-50c4cecd7fb0.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-noida-10522163714/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10522163714/main image/2025-12-28/car_replace_bg_336380fb-ab21-44a3-aa58-e7db04f77159.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2021-cars-new-delhi-10065760734/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10065760734/main image/2026-01-31/car_replace_bg_336398d8-72d5-4b66-b607-e911d5c52425.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-gurgaon-10140164750/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10140164750/main image/2026-02-07/car_replace_bg_3204819a-c394-4661-a363-1c30fc01173c.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-gurgaon-10177969783/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10177969783/main image/2026-01-13/car_replace_bg_8c188bd1-7f4f-4d4c-9aaa-fae865272ef8.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2016-cars-faridabad-11047467740/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/11047467740/main image/2026-02-22/car_replace_bg_b2b9575b-dac6-443b-8ea2-d3d8d25c9ab2.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-gurgaon-10194663729/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10194663729/main image/2026-02-18/car_replace_bg_d67bd66b-4460-4e83-9ef9-14decb27cfe6.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2017-cars-new-delhi-10049463736/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/10049463736/main image/2026-01-25/car_replace_bg_403bdb50-05d1-42de-b399-470867598ae0.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-s-cross-2018-cars-ghaziabad-11220609788/,N/A,N/A,N/A,"https://marketplace-cdn.cars24.com/production/11220609788/main image/2026-01-06/car_replace_bg_1afaab83-1568-4b70-bfba-b1e874ce17f6.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-vitara-brezza-2020-cars-noida-13896702768/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/b68f7364-0b1b-11f1-bd51-02ede2007fbe/463ef02c-b0eb-4027-88fb-7b44c377d0bc/022a2fca-1a97-4897-aabd-064d6fcf6aab/0a572afe-b038-4654-98de-186faf94d44a/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-vitara-brezza-2017-cars-gurgaon-11019765786/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/60e5f1ce-153c-11f1-bd51-02ede2007fbe/86ef1bc3-cda4-4c12-8cd8-7e77737fb6e9/295f6a8e-bf7e-4153-94f3-07dd2ffc028d/9765bcfe-ff12-407d-94e7-a3697fadb72d/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-vitara-brezza-2020-cars-new-delhi-10588069738/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/e371e2e8-0343-11f1-bd51-02ede2007fbe/d5b2a140-5033-4839-bb9a-dd4e510c2623/1657a09b-d4f7-4769-a7be-40c8fb7d1375/e785fedd-b0cc-4353-a179-da8ce85a1d4e/slot/camera-SRP.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-vitara-brezza-2020-cars-new-delhi-10050861722/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/75ea8170-16f9-11f1-bd51-02ede2007fbe/m/e186af6f-32d4-4d0c-8325-1e688e066a34/dd576380-d2d9-4efd-ba7b-442a7c617c51/ca62913d-5536-455e-b7bd-50dc82680ee7/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
N/A,https://www.cars24.com/buy-used-maruti-vitara-brezza-2021-cars-noida-10169329741/,N/A,N/A,N/A,"https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/f3626a08-1917-11f1-bd51-02ede2007fbe/7af18a31-a6a1-4868-9d53-f26db601aa4d/b9be2ba5-7486-47e0-8659-195fa4c3b069/ba4e5e3e-0dc9-439c-a809-42e5814d73b9/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",N/A,N/A,N/A
2022 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2022-cars-ghaziabad-11202864745/,₹ 7.42 lakh,"₹ 757,000","85,729 km | Petrol | Manual | UP-16","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/a377c9d4-1714-11f1-bd51-02ede2007fbe/m/375b406e-e9b1-46e5-84ba-939e00e26718/cc5e47e4-3a27-453b-91ac-8402080a9d29/20a5be86-5aec-4827-a3ad-d92f4378f2a5/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Maruti,"GNB Mall, Raj Nagar Extension, Ghaziabad"
2022 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2022-cars-gurgaon-10101961749/,₹ 8.96 lakh,"₹ 914,000","54,701 km | Petrol | Auto | HR-98","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/70fa4724-1873-11f1-bd51-02ede2007fbe/m/be53b52c-d02f-4a72-9e58-c350293bc54b/e348485e-ff93-4f72-9a3e-f5f03213b097/912ce57c-c961-4863-8a8f-c8fa3f49a3a9/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Maruti,"M3M Urbana, Golf Course Ext., Gurugram"
2021 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2021-cars-gurgaon-11003268746/,₹ 7.61 lakh,"₹ 818,000","54,930 km | Petrol | Auto | HR-26","https://media.cars24.com/hello-ar/dev/transformed/uploads/no_bg/4f3aefea-162e-11f1-bd51-02ede2007fbe/c37f4baf-129c-4ed7-b2a0-9a8971d7f6df/bf56fe82-161a-47a6-8f9d-edac130dea95/dafaa43e-d8f9-41b9-b370-d6e29d4e5ff5/slot/1.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Maruti,"M3M Urbana, Golf Course Ext., Gurugram"
2021 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2021-cars-new-delhi-10069662707/,₹ 7.50 lakh,"₹ 852,000","49,155 km | Petrol | Auto | DL-9C","https://marketplace-cdn.cars24.com/production/10069662707/main image/2026-03-06/car_replace_bg_1fe3861c-ba50-40a7-bf00-f4afa3328b37.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Maruti,Anand Vihar Delhi India
2024 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2024-cars-new-delhi-10071369743/,₹ 10.84 lakh,N/A,"10,963 km | CNG | Manual | HR-06","https://marketplace-cdn.cars24.com/production/10071369743/main image/2026-03-07/car_replace_bg_39658f50-94e4-4fc2-bf1b-b21ab71dcf23.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2024,Maruti,Sector 16 Rohini Delhi
2021 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2021-cars-new-delhi-10555262770/,₹ 8.50 lakh,"₹ 900,000","51,818 km | Petrol | Manual | UP-16","https://marketplace-cdn.cars24.com/production/10555262770/main image/2025-12-12/car_replace_bg_3f3fac43-0f94-48e8-98ad-2657938db827.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Maruti,Sector 4 Ghaziabad
2021 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2021-cars-new-delhi-10087867784/,₹ 9.00 lakh,"₹ 950,000","28,135 km | Petrol | Auto | DL-10","https://marketplace-cdn.cars24.com/production/10087867784/main image/2026-01-13/car_replace_bg_f09ee56f-6c4a-40f9-98ee-743d53928ea2.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Maruti,G G New Delhi
2021 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2021-cars-faridabad-11037061725/,₹ 8.75 lakh,"₹ 895,000","54,480 km | Petrol | Auto | HR-26","https://marketplace-cdn.cars24.com/production/11037061725/main image/2026-02-14/car_replace_bg_f0d5c95c-9506-4257-9528-61456c513b8f.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2021,Maruti,Sector 89 TDI Retreat Faridabad
2025 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2025-cars-gurgaon-10112461783/,₹ 11.36 lakh,N/A,"25,585 km | CNG | Manual | HR-26","https://marketplace-cdn.cars24.com/production/10112461783/main image/2026-01-20/car_replace_bg_67829cf2-b72e-4cf2-abb6-0958145f2063.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2025,Maruti,Sector 32 Gurugram Haryana
2022 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2022-cars-ghaziabad-11272865787/,₹ 8.50 lakh,"₹ 938,000","51,994 km | Petrol | Manual | UP-14","https://marketplace-cdn.cars24.com/production/11272865787/main image/2026-01-20/car_replace_bg_8c34a900-3b99-4f62-9d42-4da0f39a38a5.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Maruti,Indirapuram Ghaziabad Uttar Pradesh
2022 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2022-cars-noida-10530861724/,₹ 9.83 lakh,N/A,"71,551 km | Petrol | Manual | HR-26","https://marketplace-cdn.cars24.com/production/10530861724/main image/2026-02-23/car_replace_bg_053e18b7-c383-4d18-b629-e509b7c03b7a.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2022,Maruti,Sector xu 2 Sector xu 2 Greater Noida
2024 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2024-cars-new-delhi-10018464719/,₹ 10.55 lakh,N/A,"17,795 km | Petrol | Manual | DL-12","https://marketplace-cdn.cars24.com/production/10018464719/main image/2025-12-25/car_replace_bg_7ee26dd1-97f8-40af-9a8a-72f1ce24c31a.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2024,Maruti,Green Park New Delhi Delhi
2019 Maruti XL6,https://www.cars24.com/buy-used-maruti-xl6-2019-cars-noida-10500965731/,₹ 8.50 lakh,"₹ 880,000","33,934 km | Petrol | Manual | UP-16","https://marketplace-cdn.cars24.com/production/10500965731/main image/2026-02-15/car_replace_bg_18486450-cfa3-4de7-b736-6e8f8184f3c9.png?w=200&format=auto&dpr=2&pad=48,0,0,0&trim-color=auto",2019,Maruti,Zeta I Greater Noida Uttar Pradesh
